"DateTime" "Latitude" "Longitude" "Depth" "Magnitude" "MagType" "NbStations" "Gap" "Distance" "RMS" "Source" "EventID"
"105" "2008/10/26 09:27:22.34" 40.3368 -124.6288 21.59 4.9 "Mw" 19 231 29 0.04 "NC" 71011617
"106" "2008/11/13 05:03:54.14" 40.4418 -125.2755 20 4 "Mw" 37 247 80 0.29 "NC" 51211113
"107" "2008/11/15 17:50:41.28" 35.525 -120.8103 5.23 3.96 "ML" 85 28 9 0.13 "NC" 51211277
"108" "2008/11/16 05:43:15.59" 40.3138 -124.6027 19.65 4.6 "Mw" 37 230 26 0.11 "NC" 51211307
"109" "2008/11/17 12:35:42.26" 33.4997 -116.8613 12.19 4.11 "ML" 132 NA NA 0.26 "CI" 14403732
"110" "2008/11/20 19:23:00.19" 32.3288 -115.3318 6 4.98 "ML" 37 NA NA 1.28 "CI" 14404512
"111" "2008/11/29 21:14:09.07" 35.9707 -117.3263 1.36 4.03 "ML" 39 NA NA 0.18 "CI" 14406196
"112" "2008/11/30 13:03:07.28" 35.9713 -117.3198 3.48 4.04 "ML" 39 NA NA 0.23 "CI" 14406304
"113" "2008/12/02 16:53:09.12" 35.9712 -117.3222 3.5 4.03 "ML" 38 NA NA 0.22 "CI" 14407020
"114" "2008/12/06 04:18:42.85" 34.8133 -116.4188 7.3 5.06 "Mw" 59 NA NA 0.19 "CI" 14408052
"115" "2008/12/13 17:16:46.47" 35.972 -117.3173 0.05 4.01 "ML" 38 NA NA 0.22 "CI" 10366101
"116" "2008/12/14 08:41:26.45" 32.5537 -115.5367 15 4.03 "ML" 31 NA NA 0.65 "CI" 10366249
"117" "2008/12/21 17:35:36.64" 36.6748 -121.3002 7.24 4 "Mw" 73 38 3 0.06 "NC" 51213534
"118" "2008/12/26 12:19:40.02" 39.96 -120.869 0 4.5 "Mw" 94 NA NA 0 "NC" 200812264043
"119" "2008/12/28 05:17:07.47" 32.5682 -115.5428 10 4.52 "ML" 40 NA NA 0.91 "CI" 10368325
"120" "2009/01/04 17:27:10.48" 38.7823 -122.7725 4.68 4.27 "Mw" 66 25 1 0.08 "NC" 51214595
"121" "2009/01/09 03:49:46.27" 34.1073 -117.3042 14.22 4.45 "Mw" 171 NA NA 0.28 "CI" 10370141
"122" "2009/01/29 08:41:59.12" 32.6932 -118.2265 10 4.19 "ML" 15 NA NA 0.58 "CI" 10374021
"123" "2009/01/31 21:09:22.59" 35.4135 -117.7858 8.46 4.39 "ML" 67 NA NA 0.19 "CI" 14418600
"124" "2009/02/26 09:52:47.59" 42.5405 -123.8962 38.95 4.1 "Mc" 39 99 42 0.36 "UW" NA
"125" "2009/03/24 11:55:43.93" 33.3172 -115.7282 5.96 4.77 "ML" 97 NA NA 0.26 "CI" 14433456
"126" "2009/03/26 03:25:21.98" 33.293 -115.7215 7.38 3.95 "ML" 76 NA NA 0.26 "CI" 14435776
"127" "2009/03/30 17:40:29.26" 37.2848 -121.6157 7.65 4.3 "Mw" 164 57 7 0.14 "NC" 40234037
"128" "2009/04/12 03:19:24.00" 32.3253 -115.2537 6 4.22 "ML" 33 NA NA 0.44 "CI" 14443616
"129" "2009/04/12 09:41:27.83" 32.0735 -115.7583 6 4.3 "ML" 20 NA NA 0.26 "CI" 14443704
"130" "2009/04/24 03:27:50.73" 33.894 -117.7892 4.23 3.98 "ML" 127 NA NA 0.34 "CI" 10399889
"131" "2009/05/02 01:11:13.66" 34.0667 -118.8825 14.17 4.42 "ML" 112 NA NA 0.4 "CI" 10403777
"132" "2009/05/03 17:54:05.21" 40.7492 -124.1638 21 4.17 "Mw" 17 167 14 0.1 "NC" 51220943
"133" "2009/05/08 20:27:13.95" 34.4402 -119.1825 7.57 4.17 "ML" 97 NA NA 0.4 "CI" 10406593
"134" "2009/05/11 22:35:49.80" 31.711 -114.539 5 4.1 "ML" 13 NA NA 0 "ECX" 200905114035
"135" "2009/05/18 03:39:36.34" 33.9377 -118.3357 13.86 4.7 "Mw" 142 NA NA 0.34 "CI" 10410337
"136" "2009/05/19 22:49:11.55" 33.9338 -118.329 12.76 4.04 "ML" 118 NA NA 0.35 "CI" 10411545
"137" "2009/05/23 22:58:32.94" 36.3962 -117.8377 1.14 4.73 "ML" 51 NA NA 0.25 "CI" 14462064
"138" "2009/06/20 01:00:30.61" 32.8997 -118.0067 14.21 4.11 "ML" 48 NA NA 0.5 "CI" 14477000
"139" "2009/06/20 12:32:48.00" 35.6432 -120.9513 6.26 4.39 "Mw" 75 69 5 0.08 "NC" 40238431
"140" "2009/06/29 21:40:01.50" 32.056 -115.474 5.1 4.2 "ML" 23 NA NA 0 "ECX" 200906294046
"141" "2009/08/07 10:49:34.72" 40.3098 -124.637 16.85 4.92 "Mw" 28 232 29 0.09 "NC" 71261376
"142" "2009/09/19 22:55:17.84" 32.3707 -115.2612 10 5.08 "Mw" 33 NA NA 0.42 "CI" 14512436
"143" "2009/09/20 00:36:17.59" 32.3552 -115.2785 10 4.36 "ML" 33 NA NA 0.46 "CI" 14512580
"144" "2009/10/01 10:01:24.67" 36.3878 -117.8587 5.6 5 "Mw" 44 NA NA 0.32 "CI" 14517500
"145" "2009/10/03 01:09:19.14" 36.391 -117.8638 2.48 4.74 "ML" 43 NA NA 0.26 "CI" 14519756
"146" "2009/10/03 01:10:26.10" 36.3863 -117.8682 3.6 4.85 "ML" 35 NA NA 0.28 "CI" 14519764
"147" "2009/10/03 01:16:00.31" 36.391 -117.8608 0.01 5.19 "Mw" 47 NA NA 0.33 "CI" 14519780
"148" "2009/10/03 01:30:31.91" 36.4027 -117.8513 1.72 4.07 "ML" 49 NA NA 0.26 "CI" 14519860
"149" "2009/10/03 01:31:44.02" 36.4055 -117.8475 2.54 3.97 "ML" 47 NA NA 0.24 "CI" 14519868
"150" "2009/10/03 01:47:55.37" 36.3948 -117.8457 1.74 4.2 "ML" 47 NA NA 0.26 "CI" 14519940
"151" "2009/10/03 05:31:57.72" 36.39 -117.8635 1.86 4.66 "ML" 47 NA NA 0.25 "CI" 14520476
"152" "2009/10/03 11:37:11.38" 36.3893 -117.8673 2.22 4.41 "ML" 47 NA NA 0.25 "CI" 14520900
"153" "2009/10/06 18:06:34.72" 36.4142 -117.8358 1.68 3.98 "ML" 42 NA NA 0.21 "CI" 14523676
"154" "2009/10/09 04:25:05.27" 36.3977 -117.8642 9.22 4.29 "ML" 38 NA NA 0.23 "CI" 10477949
"155" "2009/10/13 08:38:51.29" 32.1498 -115.3137 6 4.32 "ML" 22 NA NA 0.71 "CI" 10480301
"156" "2009/11/02 19:27:31.76" 32.6722 -115.6507 7.61 4.13 "ML" 45 NA NA 0.34 "CI" 10489253
"157" "2009/11/04 02:16:56.18" 40.462 -125.66 15.5 4.2 "Mw" 63 NA NA 0 "NC" 200911044004
"158" "2009/11/15 22:45:27.13" 33.1655 -119.3018 6 4.35 "ML" 13 NA NA 0.22 "CI" 10497389
"159" "2009/11/16 21:21:30.63" 35.5485 -117.2745 2.18 4.6 "ML" 63 NA NA 0.23 "CI" 10497821
"160" "2009/12/22 23:40:43.92" 39.7773 -123.3382 9.68 3.96 "Mw" 26 41 13 0.11 "NC" 71325090
"161" "2009/12/30 18:48:57.33" 32.464 -115.1892 6 5.8 "Mw" 20 NA NA 0.39 "CI" 14565620
"162" "2009/12/30 18:53:23.96" 32.5323 -115.2082 6 4.77 "ML" 23 NA NA 0.34 "CI" 14565636
"163" "2009/12/30 19:07:41.53" 32.4945 -115.205 6 4.03 "ML" 24 NA NA 0.35 "CI" 14565660
"164" "2010/01/04 14:24:54.44" 40.2773 -123.8685 30.74 4.12 "Mw" 20 86 16 0.07 "NC" 71330090
"165" "2010/01/07 18:09:35.04" 37.4812 -121.7987 11.01 4.05 "Mw" 210 36 3 0.17 "NC" 71336726
"166" "2010/01/10 00:27:39.32" 40.652 -124.6925 29.33 6.5 "Mw" 48 220 36 0.2 "NC" 71338066
"167" "2010/01/10 02:21:39.24" 40.6087 -124.7828 20.95 4.41 "Mw" 55 218 41 0.14 "NC" 71338171
"168" "2010/01/10 03:07:01.84" 40.6213 -124.699 25.73 3.97 "Mw" 34 235 35 0.12 "NC" 71338196
"169" "2010/01/10 06:32:17.02" 40.3087 -124.632 17.11 4.12 "Mw" 32 232 28 0.16 "NC" 71338301
"170" "2010/01/10 06:35:53.56" 32.4033 -115.1755 6 4.08 "ML" 19 NA NA 0.44 "CI" 14570852
"171" "2010/01/11 06:44:37.89" 40.4627 -124.8487 24.07 4.05 "Mw" 49 228 43 0.19 "NC" 71338851
"172" "2010/01/12 02:36:08.44" 33.9663 -116.8763 10.12 4.27 "ML" 170 NA NA 0.19 "CI" 14571828
"173" "2010/01/15 08:23:27.34" 36.031 -117.843 1.32 4.41 "ML" 41 NA NA 0.19 "CI" 10527789
"174" "2010/01/16 12:03:25.70" 33.9322 -117.0232 13.93 4.28 "ML" 161 NA NA 0.3 "CI" 10530013
"175" "2010/02/01 14:19:47.82" 32.0493 -117.5255 6 4.4 "Mw" 15 NA NA 0.49 "CI" 10537093
"176" "2010/02/04 20:20:21.97" 40.4123 -124.9613 23.63 5.88 "Mw" 41 233 53 0.19 "NC" 71348851
"177" "2010/02/13 21:39:06.60" 34.0045 -117.1797 8.53 4.1 "ML" 145 NA NA 0.25 "CI" 10541957
"178" "2010/02/14 21:35:47.90" 32.242 -116.5912 6 4.45 "ML" 30 NA NA 0.17 "CI" 10542525
"179" "2010/02/15 00:07:09.36" 36.0735 -117.8658 0.14 4.05 "ML" 33 NA NA 0.21 "CI" 10542589
"180" "2010/02/19 23:30:18.28" 31.483 -114.448 10 4 "ML" 25 NA NA 1.18 "NEI" 201002194048
"181" "2010/03/06 08:46:23.81" 40.3198 -124.7333 13.16 4.53 "Mw" 52 237 37 0.12 "NC" 71359410
"182" "2010/03/09 04:18:21.87" 32.994 -116.359 5.41 4.02 "ML" 103 NA NA 0.23 "CI" 14598228
"183" "2010/03/13 16:32:32.32" 32.9907 -116.358 5.58 4.23 "ML" 107 NA NA 0.23 "CI" 14600292
"184" "2010/03/16 11:04:00.19" 33.9923 -118.0817 18.85 4.44 "ML" 177 NA NA 0.39 "CI" 14601172
"185" "2010/03/17 17:01:01.52" 32.3218 -115.3065 6 3.96 "ML" 19 NA NA 0.41 "CI" 14601532
"186" "2010/03/31 09:20:26.07" 32.354 -115.2288 6 4.16 "ML" 29 NA NA 0.45 "CI" 14606268
"187" "2010/04/03 23:03:47.69" 32.2658 -115.2933 10 4.34 "ML" 10 NA NA 0.35 "CI" 14607220
"188" "2010/04/04 22:40:42.36" 32.2862 -115.2953 10 7.2 "Mw" 11 NA NA 0.11 "CI" 14607652
"189" "2010/04/04 22:43:00.43" 32.4533 -115.632 10 5.26 "ML" 23 NA NA 0.26 "CI" 10184394
"190" "2010/04/04 22:50:17.12" 32.0987 -115.0482 10 5.7 "Mw" 6 NA NA 0.33 "CI" 31957759
"191" "2010/04/04 22:54:13.97" 32.436 -115.4973 10 4.03 "ML" 15 NA NA 0.32 "CI" 14607700
"192" "2010/04/04 23:09:40.11" 32.204 -115.3328 10 4.79 "ML" 9 NA NA 0.17 "CI" 14607820
"193" "2010/04/04 23:15:14.24" 32.3 -115.2595 10 5.43 "Mw" 9 NA NA 0.23 "CI" 14607836
"194" "2010/04/04 23:17:13.08" 32.2212 -115.2907 10 4.56 "ML" 9 NA NA 0.22 "CI" 10169094
"195" "2010/04/04 23:19:32.28" 32.6337 -115.7622 1.32 3.95 "ML" 22 NA NA 0.2 "CI" 14607852
"196" "2010/04/04 23:20:41.61" 32.12 -115.219 10 4.39 "ML" 5 NA NA 0.13 "CI" 10169102
"197" "2010/04/04 23:25:07.19" 32.2662 -115.2925 10 5.38 "Mw" 11 NA NA 0.3 "CI" 14607924
"198" "2010/04/04 23:26:39.41" 32.3935 -115.6555 5.6 4.43 "ML" 13 NA NA 0.3 "CI" 10169114
"199" "2010/04/04 23:33:12.18" 32.2853 -115.3678 10 4.39 "ML" 13 NA NA 0.25 "CI" 14607956
"200" "2010/04/04 23:34:28.29" 32.6025 -115.761 3.28 4.12 "ML" 26 NA NA 0.22 "CI" 14607964
"201" "2010/04/04 23:37:33.49" 32.4623 -115.5978 10 4.7 "ML" 27 NA NA 0.25 "CI" 14607972
"202" "2010/04/04 23:42:57.82" 32.1295 -115.0258 10 4.13 "ML" 9 NA NA 0.26 "CI" 14608004
